Molecule ChEMBL ID,Smiles,Comment,Filepath
CHEMBL1438929,CCNC(=O)Nc1ccccc1C(=O)OC,inactive,rank1_confidence-0.63.sdf
CHEMBL1394312,Cc1ccccc1OCc1nc2ccccc2n1Cc1ccccc1Cl,active,rank1_confidence-0.80.sdf
CHEMBL1455421,CN(C)C(=O)Oc1ccc(OCc2nc3ccccc3[nH]2)cc1,active,rank1_confidence-0.25.sdf
CHEMBL587620,CCN1CCN(c2cc(C)c3cc(NC(=O)c4cc(OC)cc(OC)c4)ccc3n2)CC1,inactive,rank1_confidence-0.95.sdf
CHEMBL1565979,Cn1c(N)c(C(=O)COC(=O)c2ccc(Cl)c(S(=O)(=O)N3CCCC3)c2)c(=O)n(C)c1=O,inactive,rank1_confidence-0.46.sdf
CHEMBL1385986,CCn1c2ccccc2c2nnc(SCC(=O)Nc3c(C)n(C)n(-c4ccccc4)c3=O)nc21,inactive,rank1_confidence-0.74.sdf
CHEMBL1597161,COc1ccc(OC)c(S(=O)(=O)Nc2ccc(-c3ccc4nnc(C)n4n3)cc2)c1,inactive,rank1_confidence-1.57.sdf
CHEMBL1596722,O=C(/C=C/c1ccc(Cl)cc1Cl)n1cccn1,inactive,rank1_confidence-0.54.sdf
CHEMBL1535902,Cc1cc(O)c(NC(=O)c2cccc([N+](=O)[O-])c2)cc1C,inactive,rank1_confidence-1.33.sdf
CHEMBL1339271,O=[N+]([O-])c1cccc(/C=C/c2ccncc2)c1,inactive,rank1_confidence-0.52.sdf
CHEMBL1899055,COc1ccc(OC)c(C2=Nn3c(nnc3-c3ccncc3)SC2)c1,inactive,rank1_confidence-0.68.sdf
CHEMBL1471899,Fc1ccc(-c2nnc(NC3=NCCCCC3)o2)cc1,active,rank1_confidence-0.54.sdf
CHEMBL1874861,O=S(=O)(c1cccc(-c2cn3ccccc3n2)c1)N1CCCCC1,inactive,rank1_confidence-0.65.sdf
CHEMBL1406373,O=C(/C=C/c1ccccc1Cl)N1CCN(c2ncccn2)CC1,inactive,rank1_confidence-0.54.sdf
CHEMBL1322970,CCOC(=O)c1cc(-c2ccc(C)cc2)n(CCC(=O)Nc2ccc(C(C)C)cc2)c1C,active,rank1_confidence-0.77.sdf
CHEMBL1538277,COc1cc2nc(Nc3ccc(C)c(Cl)c3)nc(N)c2cc1OC.Cl,active,rank1_confidence-0.64.sdf
CHEMBL1339788,COc1ccc2[nH]c(SCC(=O)Nc3ccccc3C#N)nc2c1,inactive,rank1_confidence-0.41.sdf
CHEMBL1413975,CCc1nnc(NC(=O)COC(=O)CN2C(=O)c3ccccc3C2=O)s1,inactive,rank1_confidence-0.66.sdf
CHEMBL1454242,COc1ccccc1C(=O)Nc1ccc(S(=O)(=O)NC2=NCCCCC2)cc1,inactive,rank1_confidence-0.69.sdf
CHEMBL1509550,Cc1ccnc(NC(=O)c2ccc([N+](=O)[O-])o2)c1,inactive,rank1_confidence-0.69.sdf
CHEMBL1598373,Cc1ccc(-c2cc(C(F)F)n3ncc(C(=O)N4CCN(c5cccc(C)c5C)CC4)c3n2)cc1,inactive,rank1_confidence-0.65.sdf
CHEMBL1566771,COCCn1c(SCC(=O)Nc2nnc(C)s2)nnc1-c1ccncc1,inactive,rank1_confidence-1.31.sdf
CHEMBL1520874,COc1ccccc1NC(=O)c1ccc(NC(=O)COC(=O)C(C)C)cc1,inactive,rank1_confidence-0.91.sdf
CHEMBL2133462,CCCCCC(=O)N1C[C@@H](n2cc(-c3ccc(F)cc3)nn2)[C@H](O)C[C@@H]1c1ccc(OC)cc1,active,rank1_confidence-1.43.sdf
CHEMBL1400856,Cc1cccc(/C=C/c2onc(C)c2[N+](=O)[O-])n1,active,rank1_confidence-0.10.sdf
CHEMBL2005181,Cc1cc(C)c2nc3sc(=Cc4ccc(-c5ccccc5C(=O)O)o4)c(=O)n3c2c1,inactive,rank1_confidence-0.89.sdf
CHEMBL1565304,CCCCn1c(SCc2ccc(C(=O)OC)o2)nc2cc(S(N)(=O)=O)ccc21,inactive,rank1_confidence-1.45.sdf
CHEMBL1370918,CC1(C)Cc2nc3nc(S)nc(O)c3cc2CO1,inactive,rank1_confidence-0.18.sdf
CHEMBL1371205,COc1ccc(-c2nonc2NC(=O)c2oc3ccccc3c2C)cc1OC,inactive,rank1_confidence-1.21.sdf
CHEMBL1351975,COc1ccc2nc3c(O)n(CCCN4CCOCC4)cnc-3c2c1,inactive,rank1_confidence-0.51.sdf
CHEMBL1480621,Nc1nc2nccc(-c3ccco3)n2n1,inactive,rank1_confidence-0.29.sdf
CHEMBL1344630,CCOc1ccc(-c2noc(COC)n2)cc1OC,inactive,rank1_confidence-0.71.sdf
CHEMBL1511795,CCc1ccc(OCC(=O)NC(N=C(S)Nc2ccc(C)cc2C)C(Cl)(Cl)Cl)cc1,active,rank1_confidence-0.91.sdf
CHEMBL1371071,CCOC(=O)C1=C(C)NC(=O)NC1c1cn(-c2ccccc2)nc1-c1cccs1,inactive,rank1_confidence-0.77.sdf
CHEMBL1463574,Cc1c(N=C2N=C(NC(=O)c3cccs3)c3ccccc32)c(=O)n(-c2ccccc2)n1C,inactive,rank1_confidence-0.83.sdf
CHEMBL1588949,COc1ccc(CCNC(=O)CCn2c(=O)c3cccn3c3cccnc32)cc1OC,inactive,rank1_confidence-0.77.sdf
CHEMBL1500170,Nc1ccc(S(=O)(=O)Nc2nccc(/C=C/c3ccc([N+](=O)[O-])cc3)n2)cc1,inactive,rank1_confidence-0.75.sdf
CHEMBL1706993,CS(=O)(=O)c1ccc(Cl)c(NC(=O)CSc2nc3ccccc3c(=O)n2CCCN2CCOCC2)c1,inactive,rank1_confidence-1.08.sdf
CHEMBL1463966,CC(C)Cc1ccc(C(=O)NCCOc2ccccc2)o1,active,rank1_confidence-1.47.sdf
CHEMBL2140936,CCCCNC(=O)C(NC(=O)c1ccc(O)nc1)C(=O)c1ccccc1,inactive,rank1_confidence-0.79.sdf
CHEMBL1335387,CCOC(=O)CNC(c1ccccc1)c1cc(Br)ccc1NC(=O)c1cccc(Cl)c1,active,rank1_confidence-1.32.sdf
CHEMBL1421927,CC(NC(=O)c1nn(C)c(=O)c2ccccc12)c1ccc(F)cc1,inactive,rank1_confidence-1.52.sdf
CHEMBL1499879,COc1ccc(O)c(C(=O)c2cc(C#N)c(=O)n(CC3CCCO3)c2)c1,inactive,rank1_confidence-0.74.sdf
CHEMBL1348377,Cc1cc(C)nc(NC(=O)CSc2nn(C)c(=S)s2)n1,inactive,rank1_confidence-1.11.sdf
CHEMBL1893221,Cc1cccc(NC(=O)C2CCCN(S(=O)(=O)c3c(C)nn(C)c3C)C2)c1,inactive,rank1_confidence-1.48.sdf
CHEMBL1352541,CCOc1ccc(C(=O)Nc2cccc(-c3ccc4nncn4n3)c2)cc1,inactive,rank1_confidence-0.65.sdf
CHEMBL1392287,CN1CC(C(=O)c2ccc(Cl)cc2)C(c2ccc(Cl)cc2Cl)C1,active,rank1_confidence-1.34.sdf
CHEMBL1564551,CCN(CC)C(=O)CN1CCN(c2ncccn2)CC1.O=C(O)C(=O)O,inactive,rank1_confidence-1.79.sdf
CHEMBL79158,CCOC(=O)c1cnc2c(C(=O)OCC)cnn2c1N,inactive,rank1_confidence-0.05.sdf
CHEMBL1462655,Nc1c(C(=O)c2ccccc2)sc2c1c(=O)[nH]c(=O)n2-c1ccccc1,inactive,rank1_confidence-0.94.sdf
CHEMBL1375012,CCc1nn2c(=O)cc(COc3cccc(NC(=O)c4ccco4)c3)nc2s1,inactive,rank1_confidence-0.81.sdf
CHEMBL2003027,COc1cccc(/C=N/n2c(N)c(S(=O)(=O)c3cccs3)c3nc4ccccc4nc32)c1OC,inactive,rank1_confidence-1.12.sdf
CHEMBL1704700,O=C(C[C@H]1C[C@H](C(=O)N2CCOCC2)[C@@]2(CCC3CCCC3)c3[nH]c4cc(-c5ccco5)ccc4c3CCN2C1=O)NCCC1=CCCCC1,active,rank1_confidence-1.83.sdf
CHEMBL1601102,C=CCOc1ccccc1CN1CCC(C(=O)Nc2cccc(-c3cc[nH]n3)c2)CC1,active,rank1_confidence-0.60.sdf
CHEMBL1444632,COc1cc2c(cc1OC)/C(=C/C(=O)N1CCOCC1)NC(C)(C)C2.Cl,inactive,rank1_confidence-0.97.sdf
CHEMBL1516189,Cc1cc(C)cc(OCC(=O)N(Cc2cccs2)c2ccc(Cl)cc2)c1,active,rank1_confidence-0.97.sdf
CHEMBL1433114,CCOC(=O)C1CCN(c2c(NCc3ccc(C(=O)Nc4ccc(C)cc4)cc3)c(=O)c2=O)CC1,inactive,rank1_confidence-1.07.sdf
CHEMBL1473864,Cc1ccccc1-n1c(/C=C/c2c(C)[nH]c3ccccc23)nc2ccccc2c1=O,active,rank1_confidence-1.38.sdf
CHEMBL1467214,Cc1cccn2c(=O)c(/C=C(\C#N)C(=O)NC3CCS(=O)(=O)C3)c(N3CC(C)OC(C)C3)nc12,inactive,rank1_confidence-1.15.sdf
CHEMBL1425166,O=C(NNc1ccccc1Br)C(O)(c1cccc(C(F)(F)F)c1)c1cccc(C(F)(F)F)c1,active,rank1_confidence-2.48.sdf
CHEMBL1423064,Cc1ccc(Cl)cc1N1CCN(C(=O)C2CCN(c3nnc(-n4cccc4)s3)CC2)CC1,active,rank1_confidence-0.73.sdf
CHEMBL1198369,CCCCCn1c(=N)n(CC(O)COc2cccc(C)c2)c2ccccc21,active,rank1_confidence-0.72.sdf
CHEMBL1388769,CCOC(=O)c1c(-c2ccccc2)csc1NC(=O)CSc1nc(N)cc(N)n1,inactive,rank1_confidence-1.83.sdf
CHEMBL1355499,COc1cc(SC)ccc1C(=O)Nc1cccc(S(=O)(=O)NC2=NCCC2)c1,inactive,rank1_confidence-0.99.sdf
CHEMBL1542340,CCOc1ccc(OCC)c(NC(=O)CN2CCN(c3cc(C)ccc3C)CC2)c1.Cl,active,rank1_confidence-2.14.sdf
CHEMBL1338307,Cc1c(C(=O)N2c3ccccc3CC2C)oc2ccccc12,active,rank1_confidence-1.31.sdf
CHEMBL1400688,O=C1CCn2nc(-c3ccc(Cl)cc3)cc2N1,inactive,rank1_confidence-0.04.sdf
CHEMBL1432812,CS(=O)(=O)N1CCN(c2ccc(NC(=O)c3cccnc3Cl)cc2)CC1,inactive,rank1_confidence-0.65.sdf
CHEMBL3198347,COC(=O)c1ccc(/N=C/c2c(C(F)(F)F)nn(C)c2O)cc1,inactive,rank1_confidence-0.32.sdf
CHEMBL1328699,COc1cc(OC)c(C2=NOC(C(=O)Nc3ccc4c(c3)OCO4)C2)cc1Cl,inactive,rank1_confidence-0.75.sdf
CHEMBL1362590,COc1ccc(NC(=O)Cn2c(=O)oc3cc(S(=O)(=O)NC(C)C)ccc32)cc1OC,inactive,rank1_confidence-0.63.sdf
CHEMBL1459713,CCOc1ccc(C2NC(=O)NC(C)=C2[N+](=O)[O-])cc1OC,inactive,rank1_confidence-1.07.sdf
CHEMBL1422053,Cc1noc(C)c1COC(=O)c1ccc(-c2nc3ccccc3s2)s1,inactive,rank1_confidence-0.67.sdf
CHEMBL1729735,CCCCOC(=O)Nc1ccc(S(=O)(=O)Nn2cnnc2)cc1,inactive,rank1_confidence-0.62.sdf
CHEMBL1435661,O=C(COC(=O)c1cccc([N+](=O)[O-])c1)Nc1ccc(Cl)cn1,inactive,rank1_confidence-0.72.sdf
CHEMBL1538371,COc1ccc(/C=C/C(=O)NCCNC(=O)c2ccccc2)cc1OC,inactive,rank1_confidence-1.32.sdf
CHEMBL1498096,Cc1ccc(S(=O)(=O)Nc2ccc(NC(=O)Nc3ccc(F)cc3F)cc2)cc1,active,rank1_confidence-0.46.sdf
CHEMBL1569703,Cc1cc(C)nc(NS(=O)(=O)c2ccc(CC(C)C)cc2)c1,inactive,rank1_confidence-0.96.sdf
CHEMBL1256746,CC(C)(C=O)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,active,rank1_confidence-1.80.sdf
CHEMBL2138913,COc1ccc(/C=C/C(=O)Oc2cccc(/C=N/NC(=O)Cc3ccc(Br)cc3)c2)cc1,inactive,rank1_confidence-1.56.sdf
CHEMBL1436243,N#Cc1ccccc1NS(=O)(=O)c1cc2c3c(c1)CCN3C(=O)CC2,inactive,rank1_confidence-0.68.sdf
CHEMBL1605629,Sc1nc2cc3ccccc3cc2[nH]1,inactive,rank1_confidence-0.78.sdf
CHEMBL1343307,COc1ccc(/C=C2\SC(=N)N(c3ccc(F)cc3)C2=O)cc1,inactive,rank1_confidence-0.65.sdf
CHEMBL1427979,Cc1ccc(-n2nc3ccc(N)cc3n2)cc1,inactive,rank1_confidence-0.61.sdf
CHEMBL1725294,COc1ccccc1NC(=O)c1cc(-c2ccc(OC)c(OC)c2)nc2ccccc12,inactive,rank1_confidence-0.63.sdf
CHEMBL1565776,O=C(Oc1cccc2cccnc12)c1ccc2c(c1)OCCO2,active,rank1_confidence-0.54.sdf
CHEMBL1551003,O=Nc1c(O)[nH]c2ccc(F)cc12,inactive,rank1_confidence-0.62.sdf
CHEMBL1287923,COc1cc2cc(OC(C)=O)c3cc4c(cc3c2c(OC)c1OC)OCO4,inactive,rank1_confidence-0.98.sdf
CHEMBL1426976,Cc1cc(Cl)ccc1Oc1nc(-c2ccc(F)cc2)ccc1C#N,inactive,rank1_confidence-0.46.sdf
CHEMBL1412841,CCOC(=O)/C(C#N)=C/c1c(N2CCN(C)CC2)nc2c(C)cccn2c1=O,inactive,rank1_confidence-0.63.sdf
CHEMBL1328356,CC(C)Nc1ncnc2c1nnn2Cc1ccccc1,inactive,rank1_confidence-0.55.sdf
CHEMBL1600337,CCn1c2ccccc2c2nnc(SCCN3CCOCC3)nc21,inactive,rank1_confidence-0.78.sdf
CHEMBL1394685,COC(=O)c1ccccc1S(=O)(=O)NNC(=O)C1COc2ccccc2O1,inactive,rank1_confidence-1.40.sdf
CHEMBL1573641,CC#CCCCC(=O)Nc1cccc(C(=O)O)c1,inactive,rank1_confidence-0.65.sdf
CHEMBL1404457,Cn1c(=O)n(C)c2cc(NC(=O)c3cc4ccccc4o3)ccc21,inactive,rank1_confidence-0.61.sdf
CHEMBL1397435,COc1cccc(C(=O)NCC2CCCN2S(=O)(=O)c2ccccc2)c1,inactive,rank1_confidence-0.57.sdf
CHEMBL1304937,O=C(CCSCc1cccc(Cl)c1)NCCC1=CCCCC1,active,rank1_confidence-0.86.sdf
CHEMBL1495829,Oc1ncnc2cc(-c3ccc(Br)cc3)sc12,inactive,rank1_confidence-0.32.sdf
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,inactive,rank1_confidence-0.63.sdf
CHEMBL1545827,CCOC(=O)C1CCN(C(=O)C2CCCCC2)CC1,inactive,rank1_confidence-0.83.sdf
CHEMBL1506005,CCCn1c(N2CCN(CC(=O)c3c(C)n(C)c4ccccc34)CC2)nc2c1c(=O)[nH]c(=O)n2C,inactive,rank1_confidence-0.63.sdf
CHEMBL1404711,COc1ccc(-n2c(=O)c3ccccc3n(CC(=O)NC3CCCC3)c2=O)c(OC)c1,inactive,rank1_confidence-0.77.sdf
CHEMBL1365333,C=CCn1c(N2CCCCCC2)nc2c1c(=O)n(C)c(=O)n2C,inactive,rank1_confidence-0.52.sdf
CHEMBL1456451,COc1cc2c(cc1OC)C(C)N(C(=O)C1COc3ccccc3O1)CC2,inactive,rank1_confidence-0.84.sdf
CHEMBL1587607,O=C(Nc1ccccc1Cl)c1cc[nH]n1,inactive,rank1_confidence-0.96.sdf
CHEMBL1580343,COC(=O)c1c(NC(=O)c2nc3ccccc3s2)sc2c1CCN(C(C)=O)C2,inactive,rank1_confidence-0.64.sdf
CHEMBL1337627,O=C(NCc1nnc(SCc2ccc(F)cc2)n1-c1ccc(F)cc1)C12CC3CC(CC(C3)C1)C2,active,rank1_confidence-1.77.sdf
CHEMBL1332478,CC(=O)Nc1cc(O)cc(O)c1,inactive,rank1_confidence-0.65.sdf
CHEMBL1733522,CCOc1ccccc1NC(=O)[C@@H](NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)C(C)C,inactive,rank1_confidence-2.28.sdf
CHEMBL1600551,CCOc1ccc(NC(=O)C2C3CCC4C(CCC32)C4(Cl)Cl)cc1,active,rank1_confidence-0.22.sdf
CHEMBL1573720,CC(C)c1onc(C(=O)N2CCN(C(c3ccccc3)c3ccccc3)CC2)c1[N+](=O)[O-],active,rank1_confidence-1.36.sdf
CHEMBL1335386,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)COC(=O)/C(=C/c1ccc(F)cc1)c1cccs1,active,rank1_confidence-1.08.sdf
CHEMBL3189821,COc1ccc(OC)c(/C=N/c2oc(-c3ccco3)c(-c3ccco3)c2C#N)c1,inactive,rank1_confidence-0.66.sdf
CHEMBL1565645,COc1ccc(-c2cc(C(F)(F)F)nc(N3CCOCC3)n2)cc1OC,inactive,rank1_confidence-0.54.sdf
CHEMBL1478705,CCCCN=C(S)NNC(=O)CCn1cc(C)cn1,active,rank1_confidence-1.36.sdf
CHEMBL1513211,CC1(c2ccccc2Cl)NC(=O)N(CC(=O)c2ccc3c(c2)OCO3)C1=O,inactive,rank1_confidence-0.73.sdf
CHEMBL1467082,O=C(NCCn1cc(SCc2ccccc2)c2ccccc21)c1ccccc1F,active,rank1_confidence-1.48.sdf
CHEMBL1884784,COc1ccc(/C=C2\SC(=O)N(CC(=O)Nc3ccccc3O)C2=O)cc1OC,inactive,rank1_confidence-1.11.sdf
CHEMBL1538772,COC(=O)CNc1nc(C2CC2)nc2c1nnn2Cc1ccccc1Cl,inactive,rank1_confidence-0.76.sdf
CHEMBL1338258,Cc1ccc(C(=O)NC(=S)NNC(=O)CC#N)cc1,inactive,rank1_confidence-0.85.sdf
CHEMBL1410288,CC(=O)Nc1nc(=O)c2ccccc2s1,inactive,rank1_confidence-0.27.sdf
CHEMBL1491399,O=S(=O)(c1ccccc1)N1CCCC(c2nc(O)c3nnn(Cc4ccccc4F)c3n2)C1,inactive,rank1_confidence-1.74.sdf
CHEMBL1869195,COC(=O)C1(Cc2cc(-c3cccc(Br)c3)no2)CCN(C(=O)OC(C)(C)C)CC1,active,rank1_confidence-0.67.sdf
CHEMBL3189921,N/N=C(\Cc1cscn1)c1ccc(O)cc1O,inactive,rank1_confidence-0.63.sdf
CHEMBL1400939,COc1ccc(CCN(C)c2ccc(S(=O)(=O)N3CCCC3)cn2)cc1OC,inactive,rank1_confidence-0.83.sdf
CHEMBL375673,Oc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1,inactive,rank1_confidence-0.48.sdf
CHEMBL1492905,CCOC(=O)c1cnc(SCC(=O)Nc2nc(C)c(C)s2)nc1N,inactive,rank1_confidence-0.82.sdf
CHEMBL1730969,CC(=O)N1c2ccc(S(=O)(=O)N3CCCC(C(=O)Nc4ccc(C)cc4C)C3)cc2CC1C,inactive,rank1_confidence-0.71.sdf
CHEMBL1890934,O=C(O)CC1(CC(=O)Nc2cccc(C(F)(F)F)c2)CCCC1,inactive,rank1_confidence-1.35.sdf
CHEMBL1607932,COc1cc(-c2nc3ccccc3s2)ccc1O,inactive,rank1_confidence-0.60.sdf
CHEMBL1976036,O=C(N/N=C/c1cccc2ccccc12)c1[nH]nc2c1CCCC2,active,rank1_confidence-0.71.sdf
CHEMBL1603775,O=C(Cc1cccs1)NCc1ccc2c(c1)OCO2,inactive,rank1_confidence-0.92.sdf
CHEMBL1383764,CC(=O)c1cccc(NC(=O)COC(=O)c2ccc3c(c2)OCCO3)c1,inactive,rank1_confidence-0.72.sdf
CHEMBL3197010,Br.OCCCn1c(-c2ccccc2)cs/c1=N\c1ccccc1,active,rank1_confidence-0.52.sdf
CHEMBL1402069,CCc1nn(CCCC(=O)NCc2ccccc2C)c(=O)c2cc3occc3n12,inactive,rank1_confidence-0.53.sdf
CHEMBL1378449,CNC(=O)/C(C#N)=C/c1ccc(-c2ccc(OC)cc2[N+](=O)[O-])o1,inactive,rank1_confidence-0.07.sdf
CHEMBL3199942,Cc1ccccc1OCC(=O)N/N=C/c1ccc(N2CCOCC2)o1,inactive,rank1_confidence-0.59.sdf
CHEMBL1599902,Cc1ccc(-n2nnnc2SCC(=O)NC2CCCc3ccccc32)cc1,active,rank1_confidence-1.25.sdf
CHEMBL1364779,CCO[C@@H]1OC(C(=O)Nc2ccccc2)=C[C@H](c2ccc(C(F)(F)F)cc2)[C@H]1CCCO,active,rank1_confidence-0.99.sdf
CHEMBL1726264,CCC(CO)Oc1cc(NCc2ccc(O)cc2)c2ncn(C(C)C)c2c1,inactive,rank1_confidence-1.37.sdf
CHEMBL1380456,CC(NN1CCCCC1)=C1C(=O)NC(=O)NC1=O,inactive,rank1_confidence-0.71.sdf
CHEMBL1346937,COc1ccc(-c2cc(C(=O)c3c(N)n(C)c(=O)n(C)c3=O)c3ccccc3n2)cc1OC,inactive,rank1_confidence-0.76.sdf
CHEMBL1380201,CCC(=O)NC(=S)Nc1ccc(-c2nc3ccc(C)cc3s2)cc1,inactive,rank1_confidence-0.49.sdf
CHEMBL1888976,COCOCCn1cc(CN2CCS(=O)(=O)N(Cc3ccc(-c4ccncc4)cc3)C(C(C)C)C2=O)nn1,inactive,rank1_confidence-0.55.sdf
CHEMBL1508268,COc1cc2c(cc1OC)-c1cc(Nc3ccc(C)cc3)nc(=O)n1CC2,inactive,rank1_confidence-0.82.sdf
CHEMBL1523635,COC(=O)/C=C/C(=O)Nc1cccc(C(F)(F)F)c1,active,rank1_confidence-0.42.sdf
CHEMBL1730428,CN(CC(=O)Nc1c(Cl)cccc1Cl)C(=O)CNC(=O)c1ccco1,inactive,rank1_confidence-0.71.sdf
CHEMBL1720811,Cc1cc(C)nc(NC(=O)NC(=O)c2ccccc2)n1,inactive,rank1_confidence-0.90.sdf
CHEMBL1345848,O=C(c1cccnc1Cl)N1CCOCC1,inactive,rank1_confidence-0.29.sdf
CHEMBL3190631,COc1cc(/C=N/N2CCCCC2)cc([N+](=O)[O-])c1O,inactive,rank1_confidence-0.62.sdf
CHEMBL1333276,CC(=O)Oc1ccc2ccccc2c1C(NC(=O)Cc1ccccc1)c1ccccc1Cl,active,rank1_confidence-2.18.sdf
CHEMBL1492260,O=C(NC(=S)Nc1ccc2[nH]c(O)nc2c1)c1cncc(Br)c1,inactive,rank1_confidence-0.69.sdf
CHEMBL1505995,Cn1cc(CNC(=O)COc2ccc(Cl)cc2Cl)cn1,inactive,rank1_confidence-1.17.sdf
CHEMBL1529199,CCOc1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccc(C)n2)cc1,inactive,rank1_confidence-0.92.sdf
CHEMBL1404328,CCOc1ccc(C(C)=O)cc1COc1ccc(-n2cnnn2)cc1,inactive,rank1_confidence-1.10.sdf
CHEMBL1541840,COc1ccccc1-c1cc(C(F)(F)F)nc(S(=O)(=O)CCCC(=O)Nc2cc(C)on2)n1,inactive,rank1_confidence-1.39.sdf
CHEMBL1366647,CC(C)c1ccccc1NC(=O)c1cccc(NC(=O)c2ccccc2)c1,active,rank1_confidence-0.95.sdf
CHEMBL1413108,O=C(c1cc2ccc3cccnc3c2[nH]1)N1CCCCC1,active,rank1_confidence-0.43.sdf
CHEMBL1442968,Cc1cc(-c2cc(C(=O)NCc3ccccc3)on2)nc(S(C)(=O)=O)n1,inactive,rank1_confidence-0.32.sdf
CHEMBL1714413,Fc1ccc2cnc(-c3ccccc3)cc2c1,inactive,rank1_confidence-0.37.sdf
CHEMBL1355494,CC(OC(=O)c1cccc(-n2cnnn2)c1)C(=O)c1ccccc1,inactive,rank1_confidence-1.13.sdf
CHEMBL1532392,Cc1noc(C)c1C(=O)NCc1cccs1,inactive,rank1_confidence-0.96.sdf
CHEMBL1714292,O=C1C=CC(=O)N1c1ccc2ccccc2c1,inactive,rank1_confidence-0.39.sdf
CHEMBL1301654,COc1ccc(CCNC(=O)CSc2nc(N)c3c(C)c(C)oc3n2)cc1OC,inactive,rank1_confidence-1.28.sdf
CHEMBL1573822,Cc1ccc(CN2C(=O)c3ccccc3Sc3ccc(C(=O)NCCN4CCOCC4)cc32)cc1,active,rank1_confidence-0.69.sdf
CHEMBL1870361,OC(Cc1ccccc1Br)c1nc(-c2cccc(C(F)(F)F)c2)c[nH]1,active,rank1_confidence-0.88.sdf
CHEMBL1348372,Cc1cc(C)n(-c2ccc(C(=O)OCC(=O)N(CC(C)C)C3CCS(=O)(=O)C3)cc2)n1,inactive,rank1_confidence-0.51.sdf
CHEMBL1439512,Cc1ccc(NS(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)cc1,inactive,rank1_confidence-0.91.sdf
CHEMBL1566031,COc1ccccc1-c1nnc(-c2ccc(N3CCOCC3)cc2)o1,inactive,rank1_confidence-0.20.sdf
CHEMBL1613679,CN(C)c1ccc(C(=O)c2ccccc2C(=O)O)cc1[N+](=O)[O-],inactive,rank1_confidence-0.77.sdf
CHEMBL1500945,Cc1cc(C)n(CCCNCC(O)c2ccccc2)n1.O=C(O)C(=O)O,inactive,rank1_confidence-0.40.sdf
CHEMBL1464804,Cc1cc(NC(=O)c2ccccc2-c2ccccc2)ccc1Br,active,rank1_confidence-1.68.sdf
CHEMBL1371662,Cn1c(=O)n(C)c2cc(/C=C(/C#N)c3ccccc3F)ccc21,inactive,rank1_confidence-0.92.sdf
CHEMBL1509101,Cc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC(=O)N3)cc1C,inactive,rank1_confidence-0.85.sdf
CHEMBL3193945,NC(=O)N/N=C/c1cn(-c2ccccc2)nc1-c1cccs1,inactive,rank1_confidence-0.60.sdf
CHEMBL1586930,Cc1ccc(-c2nc(C#N)c(NCCc3ccccn3)o2)cc1,inactive,rank1_confidence-1.21.sdf
CHEMBL1374586,Cc1ccc(S(=O)(=O)N2CCCCC2)cc1C(=O)OC(C)C(=O)NCC1CCCCC1,active,rank1_confidence-1.48.sdf
CHEMBL1573392,O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NCCCO,inactive,rank1_confidence-0.85.sdf
CHEMBL1561804,Cc1cc(SCC(=O)Nc2ccc3[nH]c(O)nc3c2)nc2ccccc12,inactive,rank1_confidence-1.09.sdf
CHEMBL1391731,CC(C)NC(=O)NC(=O)COC(=O)c1ncc(Cl)c(Cl)c1Cl,inactive,rank1_confidence-0.11.sdf
CHEMBL1423245,COc1cccc(-n2c(C)cc(/C=C3\C(=N)N4N=C(CC(=O)N5CCOCC5)SC4=NC3=O)c2C)c1,inactive,rank1_confidence-0.85.sdf
CHEMBL1609245,CN(C1=C(N2CCOCC2)C(=O)c2ccccc2C1=O)c1ccccc1,active,rank1_confidence-1.08.sdf
CHEMBL1502425,CCOc1cc2c(C)cc(=O)oc2cc1Cl,inactive,rank1_confidence-0.68.sdf
CHEMBL2000988,CN(C)/C=N/c1nccc(-c2cccs2)n1,inactive,rank1_confidence-0.77.sdf
CHEMBL1412271,CC1(C)CC2CC(C)(CN2S(=O)(=O)c2ccc(C(=O)Nc3ccc(Cl)c(S(=O)(=O)N4CCOCC4)c3)cc2)C1,active,rank1_confidence-1.24.sdf
CHEMBL1467332,Nc1nc(NCc2ccccc2)nc(Nc2cccc(F)c2)c1[N+](=O)[O-],inactive,rank1_confidence-1.86.sdf
CHEMBL1480575,[O-][S+](Cc1cc(Oc2ccccc2)nc(-c2ccccc2)n1)c1ccccc1,active,rank1_confidence-1.77.sdf
CHEMBL1900980,COc1ccc(NC(=O)Cn2nc(C(=O)O)c3ccccc3c2=O)cc1OC,inactive,rank1_confidence-1.35.sdf
CHEMBL1730661,CC(=O)NC1(C(F)(F)F)NC(=O)N(C2CCCCC2)C1=O,inactive,rank1_confidence-0.54.sdf
